306.86	-2.15
311.04	-2.14
315.27	-2.09
319.56	-2.01
323.91	-1.90
328.32	-1.77
332.79	-1.65
337.32	-1.53
341.91	-1.43
346.56	-1.32
351.28	-1.20
356.06	-1.08
360.90	-0.95
365.81	-0.83
370.79	-0.71
375.84	-0.58
380.95	-0.48
386.14	-0.39
391.39	-0.33
396.72	-0.26
402.12	-0.19
407.59	-0.09
413.14	-0.01
418.76	0.07
424.46	0.12
430.24	0.15
436.10	0.19
442.03	0.28
448.05	0.32
454.14	0.26
460.33	0.17
466.59	0.07
472.94	-0.01
479.38	-0.13
485.90	-0.28
492.51	-0.35
499.22	-0.33
506.01	-0.37
512.90	-0.48
519.88	-0.65
526.96	-0.76
534.13	-0.85
541.40	-0.93
548.76	-0.99
556.23	-1.02
563.80	-1.00
571.48	-0.93
579.25	-0.90
587.14	-0.83
595.13	-0.75
603.23	-0.65
611.44	-0.54
619.76	-0.44
628.20	-0.35
636.74	-0.29
645.41	-0.23
654.19	-0.13
663.10	0.04
672.12	0.17
681.27	0.15
690.54	0.18
699.94	0.18
709.47	0.17
719.12	0.19
728.91	0.17
738.83	0.13
748.89	0.16
759.08	0.17
769.41	-0.03
779.88	-0.04
790.49	-0.16
801.25	-0.19
812.16	-0.23
823.21	-0.23
834.42	-0.31
845.77	-0.52
857.28	-0.68
868.95	-0.72
880.78	-0.77
892.76	-0.84
904.91	-0.90
917.23	-0.98
929.71	-1.10
942.37	-1.11
955.19	-1.14
968.19	-1.15
981.37	-1.17
994.73	-1.22
1008.26	-1.13
1021.99	-1.19
1035.89	-1.22
1049.99	-1.13
1064.28	-1.03
1078.77	-0.92
1093.45	-0.83
1108.33	-0.74
1123.42	-0.60
1138.71	-0.43
1154.20	-0.25
1169.91	-0.07
1185.83	0.10
1201.97	0.35
1218.33	0.60
1234.91	0.76
1251.72	0.87
1268.76	0.97
1286.02	1.03
1303.53	1.03
1321.27	1.07
1339.25	1.20
1357.48	1.44
1375.95	1.71
1394.68	2.01
1413.66	2.33
1432.90	2.62
1452.40	2.88
1472.17	3.15
1492.20	3.37
1512.51	3.52
1533.10	3.77
1553.96	3.98
1575.11	4.25
1596.55	4.62
1618.28	5.07
1640.30	5.50
1662.63	5.91
1685.26	6.29
1708.19	6.62
1731.44	6.88
1755.01	7.08
1778.89	7.25
1803.10	7.34
1827.64	7.37
1852.52	7.36
1877.73	7.27
1903.28	7.16
1929.19	7.02
1955.44	6.86
1982.06	6.70
2009.03	6.52
2036.38	6.27
2064.09	5.95
2092.18	5.53
2120.66	5.03
2149.52	4.51
2178.77	4.06
2208.43	3.69
2238.48	3.37
2268.95	3.04
2299.83	2.71
2331.13	2.38
2362.85	2.02
2395.01	1.69
2427.61	1.36
2460.65	1.03
2494.14	0.75
2528.08	0.62
2562.49	0.73
2597.36	1.04
2632.71	1.47
2668.55	2.00
2704.86	2.57
2741.68	3.12
2778.99	3.53
2816.81	3.76
2855.15	3.83
2894.01	3.81
2933.39	3.69
2973.32	3.47
3013.78	3.12
3054.80	2.71
3096.38	2.40
3138.52	2.12
3181.23	1.75
3224.53	1.31
3268.42	0.78
3312.90	0.22
3357.99	-0.46
3403.69	-1.34
3450.01	-2.56
3496.97	-4.23
3544.56	-6.00
3592.80	-6.87
3641.70	-6.66
3691.26	-6.54
3741.50	-6.59
3792.42	-6.76
3844.04	-6.92
3896.35	-7.07
3949.38	-7.42
4003.13	-8.07
4057.61	-8.63
4112.84	-8.38
4168.81	-8.09
4225.55	-7.97
4283.06	-7.89
4341.35	-8.01
4400.44	-8.36
4460.33	-8.98
4521.03	-10.23
4582.56	-11.81
4644.93	-12.40
4708.15	-11.29
4772.22	-10.53
4837.17	-10.47
4903.01	-9.01
4969.74	-7.44
5037.37	-6.53
5105.93	-5.42
5175.42	-4.06
5245.86	-2.83
5317.26	-1.79
5389.62	-1.07
5462.97	-0.22
5537.33	0.41
5612.69	0.83
5689.08	1.21
5766.50	1.66
5844.99	2.21
5924.53	2.45
6005.17	2.48
6086.90	2.71
6169.74	2.94
6253.71	3.12
6338.82	3.18
6425.09	3.04
6512.54	2.97
6601.17	2.89
6691.01	2.78
6782.08	2.63
6874.38	2.46
6967.94	2.49
7062.77	2.89
7158.90	3.07
7256.33	3.20
7355.09	3.27
7455.19	3.34
7556.65	3.20
7659.50	3.01
7763.74	2.74
7869.41	2.54
7976.51	2.48
8085.07	2.38
8195.10	2.08
8306.64	1.72
8419.69	1.29
8534.28	0.57
8650.43	-0.22
8768.16	-0.94
8887.50	-1.42
9008.46	-1.76
9131.06	-2.13
9255.33	-2.60
9381.30	-3.20
9508.98	-3.92
9638.39	-4.44
9769.57	-4.88
9902.53	-5.13
10037.30	-4.95
10173.91	-4.66
10312.38	-4.39
10452.73	-4.15
10594.99	-4.03
10739.18	-4.14
10885.34	-4.42
11033.49	-4.77
11183.66	-5.61
11335.86	-6.59
11490.14	-7.48
11646.52	-7.87
11805.03	-7.72
11965.70	-11.39
12128.55	-15.17
12293.62	-11.35
12460.93	-8.04
12630.52	-5.37
12802.42	-1.91
12976.66	-0.60
13153.28	0.36
13332.29	1.03
13513.74	1.61
13697.66	2.17
13884.09	2.65
14073.05	3.00
14264.58	3.23
14458.72	3.18
14655.50	3.12
14854.96	2.83
15057.13	2.45
15262.06	2.15
15469.78	1.96
15680.32	2.33
15893.72	3.11
16110.04	4.17
16329.29	5.36
16551.53	5.08
16776.80	6.23
17005.13	6.84
17236.57	7.01
17471.15	6.78
17708.93	6.05
17949.95	4.70
18194.25	2.54
18441.87	-0.86
18692.86	-10.13
18947.27	-35.45
19205.14	-72.12
19466.52	-76.23
19731.46	-78.29
20000.00	-72.92
